compania,videoperitacion,fecha_entrada,perito,provincia,honorario_gabinete,honorario_perito,tasacion_origen,tiempo_resolucion_dias
Allianz,No,2025-05-26,Perito B,Málaga,40,19,6306,5.4
Allianz,No,2024-11-02,Perito B,Madrid,40,21,5115,4.6
Linea Directa,No,2024-12-20,Perito C,Málaga,37,37,872,2.7
Generali,No,2025-05-08,Perito D,Barcelona,40,39,2760,4.8
Allianz,No,2024-07-17,Perito A,Málaga,38,15,6067,5.7
Mutua,No,2024-01-30,Perito D,Barcelona,23,36,7292,4.5
Mapfre,No,2025-06-21,Perito A,Málaga,32,18,1411,4.3
Mutua,No,2025-06-01,Perito D,Madrid,37,42,1129,2.8
AXA,Si,2024-05-28,Perito C,Barcelona,48,28,1739,2.6
Generali,No,2024-12-26,Perito A,Zaragoza,44,47,1112,2.7
Generali,No,2024-12-15,Perito C,Málaga,32,18,843,1.8
Allianz,No,2025-03-02,Perito D,Málaga,46,25,4722,1.9
AXA,Si,2024-04-23,Perito A,Sevilla,38,46,701,1.4
Allianz,Si,2024-04-28,Perito A,Málaga,20,18,929,3.0
Allianz,Si,2024-12-22,Perito D,Sevilla,57,15,1483,2.2
Allianz,Si,2025-05-31,Perito C,Málaga,38,40,7880,4.3
AXA,Si,2024-07-17,Perito A,Valencia,20,47,2318,2.9
Allianz,Si,2024-04-19,Perito A,Sevilla,59,31,6821,4.8
Generali,No,2024-12-02,Perito A,Madrid,36,41,7545,6.4
Allianz,Si,2025-04-03,Perito D,Madrid,40,19,4752,3.4
AXA,No,2024-11-13,Perito B,Barcelona,41,21,6532,6.4
AXA,No,2025-03-23,Perito D,Zaragoza,34,39,4586,5.2
Mutua,No,2025-02-14,Perito C,Zaragoza,58,22,7887,4.8
Allianz,Si,2024-11-15,Perito B,Madrid,58,48,4036,4.4
AXA,No,2024-03-13,Perito A,Barcelona,51,18,1119,3.9
Linea Directa,No,2024-07-19,Perito A,Madrid,23,26,4250,6.4
Allianz,Si,2024-06-08,Perito B,Sevilla,51,45,2539,5.4
Mapfre,Si,2024-07-19,Perito A,Valencia,23,25,6265,5.2
Generali,No,2024-12-15,Perito A,Barcelona,20,36,955,5.2
Generali,Si,2024-07-15,Perito D,Valencia,52,15,5954,3.9
Linea Directa,Si,2025-03-26,Perito D,Málaga,26,18,6130,3.7
Allianz,No,2025-02-18,Perito C,Málaga,28,22,5602,4.6
Generali,No,2024-09-11,Perito A,Valencia,20,39,5863,4.1
Generali,No,2025-02-01,Perito C,Sevilla,35,42,2069,3.7
Mapfre,No,2025-01-10,Perito C,Valencia,37,18,4672,4.5
Generali,No,2024-06-20,Perito B,Valencia,25,27,5475,4.7
Generali,No,2024-01-28,Perito B,Valencia,21,39,707,3.5
AXA,No,2024-06-22,Perito A,Barcelona,28,17,1636,5.6
Generali,No,2024-11-14,Perito B,Barcelona,23,46,2775,5.3
Allianz,Si,2024-01-25,Perito C,Valencia,42,15,3626,2.9
Generali,Si,2024-06-24,Perito D,Zaragoza,27,25,758,2.2
Allianz,Si,2024-08-18,Perito B,Sevilla,58,16,7554,3.7
Generali,Si,2025-06-01,Perito C,Málaga,44,19,3302,1.5
Allianz,Si,2024-08-30,Perito B,Málaga,35,36,6603,3.7
Generali,No,2025-03-12,Perito A,Málaga,54,27,4716,5.1
Linea Directa,Si,2024-09-22,Perito B,Madrid,36,37,5848,3.2
Allianz,Si,2024-09-05,Perito D,Sevilla,37,45,3822,2.9
Generali,No,2024-04-21,Perito A,Barcelona,46,49,4599,6.2
Mapfre,Si,2024-01-25,Perito B,Málaga,34,49,5237,4.6
AXA,No,2025-03-05,Perito D,Barcelona,36,27,4257,5.3
AXA,Si,2024-12-30,Perito C,Barcelona,24,21,7406,4.1
AXA,Si,2024-04-06,Perito B,Barcelona,35,19,7856,5.9
AXA,No,2025-02-18,Perito B,Zaragoza,34,43,3915,4.3
Mapfre,Si,2024-03-30,Perito C,Barcelona,53,22,6885,5.7
Linea Directa,Si,2024-02-11,Perito C,Valencia,38,22,1501,3.6
Linea Directa,Si,2024-08-14,Perito B,Barcelona,27,21,7570,4.8
Mapfre,No,2024-07-25,Perito D,Madrid,29,33,5385,5.0
Generali,No,2025-03-13,Perito C,Barcelona,24,37,2355,4.8
Mapfre,No,2024-07-08,Perito C,Málaga,45,46,6611,4.7
AXA,No,2025-01-24,Perito D,Barcelona,41,18,6565,3.7
Linea Directa,No,2024-03-15,Perito B,Málaga,42,44,6123,5.9
Mutua,Si,2024-01-09,Perito A,Barcelona,32,19,5849,3.3
Generali,Si,2024-03-26,Perito B,Sevilla,28,17,7457,4.8
Allianz,No,2025-02-11,Perito B,Valencia,39,36,892,2.0
Linea Directa,No,2024-10-30,Perito A,Málaga,47,42,4550,4.0
AXA,Si,2024-03-18,Perito B,Madrid,56,36,1678,4.2
Linea Directa,No,2025-01-03,Perito B,Barcelona,43,36,6596,7.4
AXA,Si,2025-02-09,Perito C,Málaga,52,48,456,2.5
AXA,No,2025-05-23,Perito D,Zaragoza,39,43,2630,3.1
Linea Directa,No,2024-04-04,Perito B,Valencia,49,27,641,3.0
Linea Directa,Si,2024-09-06,Perito A,Zaragoza,28,21,2081,4.5
Linea Directa,Si,2024-01-13,Perito A,Barcelona,36,24,2846,5.6
Mapfre,No,2024-02-19,Perito C,Valencia,55,42,5409,5.3
Linea Directa,No,2024-09-20,Perito B,Madrid,33,18,4020,6.5
Allianz,Si,2025-05-10,Perito B,Málaga,38,46,6733,3.8
Generali,Si,2025-03-13,Perito B,Madrid,26,36,4877,5.3
AXA,No,2025-03-11,Perito B,Valencia,22,34,7411,4.2
Linea Directa,Si,2024-02-19,Perito A,Sevilla,52,34,1935,2.6
Allianz,No,2025-06-05,Perito A,Sevilla,51,20,3935,4.4
Mutua,No,2025-06-05,Perito C,Zaragoza,30,23,2845,5.1
Linea Directa,No,2024-06-06,Perito B,Málaga,21,42,218,2.9
Mapfre,No,2024-03-31,Perito A,Barcelona,45,27,1324,5.9
AXA,No,2024-02-29,Perito B,Zaragoza,23,45,4185,3.8
Allianz,No,2024-02-20,Perito D,Madrid,36,28,2854,5.2
Linea Directa,No,2025-03-12,Perito D,Sevilla,36,36,5676,4.9
Allianz,Si,2024-02-20,Perito A,Sevilla,47,38,5861,2.2
AXA,Si,2024-07-30,Perito D,Barcelona,49,22,2280,4.3
Allianz,No,2024-02-28,Perito D,Madrid,59,29,6289,5.1
Allianz,Si,2025-03-28,Perito A,Valencia,42,20,7596,3.8
Linea Directa,No,2024-01-10,Perito C,Zaragoza,43,37,1747,2.7
Linea Directa,No,2024-12-28,Perito D,Sevilla,48,39,7997,4.6
Generali,Si,2025-03-21,Perito B,Málaga,23,45,1061,1.5
Mapfre,Si,2024-01-20,Perito D,Málaga,57,43,354,1.0
Generali,No,2024-03-16,Perito C,Valencia,48,37,3694,4.0
Mapfre,Si,2024-11-19,Perito C,Barcelona,38,24,1104,3.8
Mapfre,No,2024-02-17,Perito C,Barcelona,46,23,1469,5.6
Generali,Si,2025-06-10,Perito C,Zaragoza,48,27,604,3.8
AXA,No,2024-04-15,Perito C,Sevilla,55,46,1043,5.6
Allianz,No,2025-03-07,Perito D,Zaragoza,54,15,1982,3.5
Mutua,No,2025-02-09,Perito D,Sevilla,25,15,1764,2.9
Generali,Si,2024-09-30,Perito D,Sevilla,42,32,1384,2.7
Generali,No,2025-05-24,Perito D,Valencia,58,45,946,1.7
AXA,No,2025-05-31,Perito C,Valencia,27,15,1925,3.4
Allianz,Si,2024-04-10,Perito C,Sevilla,21,23,3388,3.5
Linea Directa,Si,2025-03-24,Perito B,Barcelona,32,36,470,2.2
Generali,No,2024-07-24,Perito D,Madrid,59,42,5065,6.2
Mutua,Si,2025-02-09,Perito C,Sevilla,40,40,6011,4.5
Allianz,No,2024-11-03,Perito B,Barcelona,50,24,5806,5.6
Generali,No,2025-04-12,Perito B,Barcelona,55,17,4156,5.8
Linea Directa,No,2024-11-23,Perito A,Málaga,57,16,371,3.4
Generali,Si,2024-08-17,Perito D,Zaragoza,46,45,473,1.0
Linea Directa,Si,2025-03-09,Perito C,Madrid,55,47,2506,4.9
Mapfre,Si,2025-05-12,Perito D,Sevilla,42,46,1358,1.9
Mapfre,No,2025-04-18,Perito B,Madrid,40,26,1906,4.9
Generali,No,2025-05-10,Perito D,Sevilla,32,17,1971,3.8
AXA,No,2024-06-23,Perito A,Zaragoza,56,40,621,1.9
Mapfre,Si,2025-01-25,Perito A,Madrid,45,28,5740,5.3
Generali,Si,2024-02-05,Perito C,Madrid,59,26,1409,2.8
Linea Directa,No,2024-01-13,Perito C,Barcelona,26,40,6707,7.6
Allianz,Si,2024-04-01,Perito C,Madrid,58,30,7974,5.6
Linea Directa,Si,2024-12-20,Perito C,Madrid,41,22,6721,5.1
Mutua,Si,2025-02-07,Perito D,Zaragoza,58,42,7890,3.7
Mapfre,Si,2024-02-05,Perito D,Sevilla,42,21,4875,4.7
Generali,No,2024-08-10,Perito B,Barcelona,49,29,1090,3.6
Mapfre,No,2024-05-09,Perito B,Madrid,37,22,5017,4.7
Linea Directa,No,2024-08-05,Perito C,Barcelona,37,24,3467,4.3
Linea Directa,Si,2024-11-24,Perito D,Barcelona,29,29,5176,3.6
Allianz,Si,2025-03-19,Perito C,Valencia,58,32,5417,3.8
AXA,Si,2025-03-25,Perito B,Sevilla,49,49,6948,5.0
Generali,No,2025-04-20,Perito D,Valencia,45,16,6303,3.8
Allianz,Si,2024-10-25,Perito C,Barcelona,26,36,6365,6.6
Mutua,No,2024-05-07,Perito A,Zaragoza,26,29,1673,4.4
Generali,No,2024-03-18,Perito B,Zaragoza,24,19,3443,2.7
Mutua,No,2024-06-12,Perito A,Madrid,20,29,4678,4.1
AXA,Si,2024-08-05,Perito A,Sevilla,37,41,2381,3.3
Generali,No,2025-05-04,Perito D,Málaga,32,30,1649,2.4
Generali,No,2024-03-12,Perito A,Sevilla,44,32,3296,3.7
Allianz,Si,2024-08-03,Perito A,Valencia,59,49,6846,4.2
Mapfre,No,2024-04-26,Perito C,Sevilla,27,39,3456,3.6
Generali,Si,2024-07-05,Perito D,Madrid,29,36,3356,3.9
AXA,No,2025-03-23,Perito C,Sevilla,51,45,1790,4.1
Generali,Si,2024-02-29,Perito C,Málaga,36,48,6082,3.9
Generali,No,2024-07-07,Perito C,Zaragoza,57,37,4439,4.7
Generali,No,2024-05-29,Perito D,Valencia,34,30,6182,3.6
Generali,No,2024-10-09,Perito B,Valencia,34,20,4181,4.1
AXA,Si,2025-01-20,Perito D,Barcelona,59,29,5998,4.7
Allianz,Si,2025-03-05,Perito C,Valencia,39,32,1635,2.6
Mapfre,Si,2024-03-17,Perito B,Málaga,34,27,423,2.9
AXA,No,2024-07-15,Perito A,Málaga,54,38,419,3.7
AXA,Si,2024-04-08,Perito B,Zaragoza,25,27,4474,1.4
Mutua,Si,2025-02-01,Perito D,Valencia,49,15,1854,1.5
Mapfre,Si,2024-08-17,Perito C,Zaragoza,27,32,4728,5.2
Allianz,Si,2024-06-20,Perito A,Sevilla,50,47,464,2.0
Linea Directa,No,2024-09-21,Perito A,Málaga,51,20,1153,3.7
Allianz,No,2024-05-04,Perito C,Valencia,34,31,4724,2.4
Linea Directa,No,2025-06-18,Perito A,Valencia,37,18,3933,3.8
Mutua,No,2025-03-26,Perito A,Sevilla,32,28,6759,5.0
Mutua,No,2024-05-17,Perito A,Zaragoza,43,44,7820,8.0
AXA,No,2024-07-29,Perito D,Valencia,59,34,2974,3.5
Allianz,Si,2024-10-01,Perito B,Madrid,33,22,6540,5.0
Linea Directa,No,2024-03-21,Perito D,Barcelona,47,16,5873,5.1
Allianz,Si,2025-06-05,Perito A,Málaga,30,18,3324,2.3
Linea Directa,No,2024-08-02,Perito D,Sevilla,25,24,679,3.8
Allianz,Si,2024-10-27,Perito A,Sevilla,44,34,3714,2.0
AXA,No,2025-03-06,Perito D,Barcelona,20,49,1553,3.9
Linea Directa,No,2024-02-24,Perito B,Madrid,44,24,3522,3.0
Allianz,No,2024-04-06,Perito C,Barcelona,21,42,4078,4.8
Generali,No,2024-06-21,Perito B,Valencia,51,29,1089,1.0
Mutua,Si,2024-06-21,Perito D,Zaragoza,32,15,4054,2.0
Mutua,Si,2024-06-12,Perito D,Sevilla,52,36,1124,2.8
Linea Directa,No,2025-03-22,Perito B,Zaragoza,51,41,2370,2.3
Mutua,No,2024-01-22,Perito D,Zaragoza,43,43,2102,2.6
Mutua,Si,2024-10-14,Perito C,Zaragoza,46,29,5706,4.8
Generali,No,2024-09-21,Perito C,Zaragoza,23,24,5658,7.1
Mapfre,No,2024-03-11,Perito B,Valencia,43,34,5073,4.9
Allianz,Si,2024-10-22,Perito A,Sevilla,42,36,2595,2.9
Linea Directa,Si,2024-03-24,Perito C,Zaragoza,48,23,228,1.8
Mutua,Si,2025-04-21,Perito D,Sevilla,53,46,7318,3.2
Allianz,Si,2025-01-19,Perito A,Zaragoza,40,31,234,2.3
Allianz,No,2024-12-13,Perito C,Valencia,49,33,3789,7.2
Generali,No,2024-01-08,Perito A,Barcelona,45,41,5715,7.4
Allianz,No,2025-05-14,Perito D,Zaragoza,39,48,2870,4.0
Mutua,No,2025-03-15,Perito B,Málaga,35,24,3565,4.5
Linea Directa,Si,2025-01-20,Perito B,Málaga,22,44,788,2.4
Allianz,No,2025-04-04,Perito D,Barcelona,56,35,7716,6.2
Generali,No,2024-02-15,Perito B,Madrid,59,35,3418,6.8
Linea Directa,Si,2024-05-23,Perito D,Barcelona,44,48,3338,3.8
Linea Directa,No,2024-12-22,Perito B,Barcelona,42,23,1103,4.1
Linea Directa,Si,2024-01-15,Perito C,Barcelona,20,48,6863,4.2
Mutua,Si,2025-05-31,Perito B,Málaga,52,26,4286,3.6
Generali,Si,2025-04-11,Perito A,Sevilla,34,35,2369,2.7
AXA,Si,2025-04-25,Perito B,Madrid,36,34,539,3.0
Mapfre,Si,2025-01-31,Perito B,Madrid,53,20,4470,3.5
Allianz,No,2025-03-30,Perito B,Madrid,36,26,6219,6.1
Allianz,No,2024-10-22,Perito B,Valencia,23,45,1914,3.0
Allianz,No,2024-06-21,Perito C,Zaragoza,32,16,4892,3.4
AXA,Si,2024-04-15,Perito D,Barcelona,23,30,4746,5.3
Linea Directa,Si,2024-02-18,Perito C,Sevilla,26,15,756,1.0
Linea Directa,No,2025-05-27,Perito C,Sevilla,28,18,5455,4.0
Mapfre,Si,2024-06-17,Perito A,Valencia,42,15,3287,4.0
Generali,Si,2024-03-27,Perito D,Málaga,52,49,5652,4.4
AXA,Si,2024-03-09,Perito D,Valencia,52,27,3466,2.6
AXA,No,2025-05-20,Perito A,Valencia,39,45,3767,4.6
Mutua,Si,2025-05-05,Perito D,Barcelona,23,34,2256,1.9
Linea Directa,Si,2025-05-14,Perito B,Málaga,20,21,4099,2.7
AXA,Si,2025-04-22,Perito D,Zaragoza,53,47,6677,2.0
AXA,No,2024-09-09,Perito A,Zaragoza,46,42,7700,5.9
Allianz,Si,2025-01-29,Perito A,Valencia,40,34,1216,3.4
Linea Directa,No,2024-12-22,Perito A,Zaragoza,43,46,6670,6.1
Mutua,Si,2024-06-03,Perito A,Sevilla,34,23,2262,1.5
Generali,Si,2024-11-02,Perito C,Barcelona,54,48,1038,4.0
Mapfre,No,2025-03-16,Perito D,Zaragoza,44,28,1837,4.4
Generali,No,2024-06-03,Perito C,Málaga,28,18,4521,4.1
Mutua,No,2024-06-05,Perito A,Sevilla,36,43,3696,6.3
Allianz,Si,2024-11-11,Perito A,Madrid,40,29,2013,3.7
Mapfre,No,2024-05-02,Perito C,Barcelona,32,31,3679,3.7
Generali,No,2024-01-22,Perito B,Sevilla,22,33,6456,5.0
Linea Directa,No,2025-05-09,Perito D,Valencia,23,23,6316,4.3
Linea Directa,Si,2024-11-19,Perito C,Valencia,23,41,1651,3.6
Mapfre,No,2024-06-26,Perito D,Barcelona,47,29,6344,4.6
Mapfre,Si,2024-06-15,Perito A,Málaga,26,42,2513,3.7
Mapfre,Si,2024-05-30,Perito A,Valencia,45,18,1714,1.3
AXA,Si,2025-01-29,Perito A,Sevilla,30,35,1431,2.4
Mutua,No,2025-05-22,Perito D,Madrid,43,48,1845,3.7
Linea Directa,No,2025-04-29,Perito D,Málaga,29,33,6031,4.0
Linea Directa,No,2024-05-08,Perito C,Barcelona,56,18,3199,3.5
Mutua,No,2024-02-24,Perito A,Valencia,32,46,3640,4.2
Allianz,Si,2024-02-14,Perito C,Málaga,58,26,4256,3.4
Linea Directa,No,2024-01-02,Perito B,Madrid,38,30,505,5.2
Generali,No,2024-11-30,Perito A,Málaga,38,28,6355,4.9
Allianz,Si,2024-12-01,Perito A,Málaga,31,15,7712,4.1
Generali,No,2024-11-04,Perito B,Barcelona,41,46,3736,7.5
Mapfre,Si,2024-02-20,Perito C,Madrid,56,35,1923,1.5
Linea Directa,Si,2025-06-16,Perito D,Madrid,49,18,1889,2.4
Generali,No,2024-05-11,Perito A,Málaga,31,23,1717,3.0
Generali,Si,2024-12-07,Perito D,Valencia,48,36,5687,1.7
Mapfre,Si,2024-06-24,Perito A,Málaga,40,26,4117,3.8
Allianz,Si,2024-09-02,Perito A,Sevilla,30,44,7280,6.0
Generali,No,2024-08-23,Perito D,Valencia,56,44,619,3.7
Linea Directa,No,2024-09-01,Perito A,Barcelona,37,46,3136,6.1
Allianz,No,2024-10-25,Perito B,Madrid,46,21,4062,6.5
Allianz,Si,2025-03-28,Perito C,Zaragoza,56,31,6514,3.9
Mutua,No,2025-06-21,Perito B,Valencia,31,15,4429,4.5
Linea Directa,No,2025-06-11,Perito C,Barcelona,42,28,6326,6.4
Linea Directa,Si,2025-01-20,Perito B,Málaga,53,40,7308,5.7
Mapfre,No,2024-05-24,Perito B,Barcelona,57,41,1650,4.1
Mapfre,No,2025-01-30,Perito C,Sevilla,42,30,3296,5.3
AXA,Si,2024-06-18,Perito A,Zaragoza,44,21,5849,6.0
Linea Directa,No,2024-08-24,Perito D,Barcelona,23,46,3461,5.0
Allianz,Si,2025-01-25,Perito D,Zaragoza,49,39,1364,2.8
AXA,No,2024-08-17,Perito D,Zaragoza,49,45,7922,4.0
Linea Directa,No,2025-02-24,Perito A,Valencia,32,30,2069,4.8
Mapfre,No,2024-12-17,Perito B,Madrid,33,28,2019,5.2
Mapfre,Si,2024-06-23,Perito B,Valencia,27,39,2905,3.2
Linea Directa,No,2025-06-14,Perito B,Valencia,43,44,7682,6.4
AXA,No,2024-06-03,Perito A,Madrid,37,21,3715,5.9
Mapfre,Si,2024-02-07,Perito C,Sevilla,54,26,1542,2.2
Mapfre,No,2024-08-01,Perito A,Valencia,44,17,5760,5.3
Mutua,Si,2024-04-22,Perito D,Madrid,36,41,7459,4.9
Generali,No,2024-01-10,Perito B,Madrid,51,33,2426,4.8
Linea Directa,No,2024-08-25,Perito A,Valencia,43,21,1279,3.6
Mutua,No,2025-05-15,Perito A,Zaragoza,26,30,5474,4.9
Generali,No,2024-10-22,Perito A,Madrid,32,46,5991,7.1
Linea Directa,No,2024-06-26,Perito C,Zaragoza,46,22,4406,4.5
Mutua,No,2024-11-22,Perito B,Málaga,24,27,6480,4.0
Mutua,Si,2025-03-19,Perito A,Valencia,55,25,6575,5.3
Linea Directa,No,2024-05-21,Perito A,Zaragoza,45,34,7335,5.0
Allianz,Si,2024-06-03,Perito D,Sevilla,50,32,4763,5.0
AXA,No,2025-03-30,Perito B,Málaga,29,20,2979,3.0
Linea Directa,Si,2025-05-04,Perito A,Sevilla,45,34,2728,5.3
Mutua,Si,2024-11-01,Perito A,Zaragoza,41,46,7435,5.4
Allianz,Si,2024-06-09,Perito A,Valencia,31,43,1013,2.4
Mutua,No,2025-04-22,Perito A,Barcelona,51,18,5568,5.6
AXA,No,2024-06-14,Perito B,Madrid,46,21,5289,6.4
Allianz,Si,2024-11-22,Perito A,Málaga,52,34,2231,2.9
Linea Directa,Si,2024-06-29,Perito C,Valencia,39,48,522,1.4
Generali,Si,2024-12-04,Perito A,Madrid,58,21,3169,3.9
AXA,Si,2024-07-06,Perito C,Zaragoza,59,47,1103,2.3
Mapfre,Si,2024-05-06,Perito B,Barcelona,32,29,1741,3.7
Linea Directa,Si,2024-09-14,Perito A,Sevilla,33,46,6295,5.8
Linea Directa,No,2024-01-31,Perito D,Valencia,59,36,6111,4.3
Linea Directa,No,2024-12-15,Perito C,Valencia,41,43,3703,4.8
Allianz,Si,2025-04-01,Perito C,Zaragoza,37,39,7854,4.2
Mapfre,No,2024-02-06,Perito A,Barcelona,48,19,2853,4.5
Allianz,Si,2025-04-19,Perito D,Sevilla,35,28,2676,1.7
Generali,Si,2024-08-28,Perito D,Valencia,54,49,3540,1.0
Allianz,No,2024-08-20,Perito A,Zaragoza,53,16,7904,6.2
Linea Directa,Si,2024-02-10,Perito B,Madrid,22,39,4443,4.1
Mutua,No,2024-11-23,Perito B,Zaragoza,23,30,1341,3.2
Mapfre,Si,2024-09-28,Perito A,Barcelona,24,30,1049,3.3
Mapfre,Si,2025-04-23,Perito B,Valencia,29,25,566,2.2
Allianz,No,2025-04-19,Perito D,Zaragoza,48,49,3097,4.9
Mutua,No,2025-02-07,Perito B,Sevilla,51,37,1289,4.1
Mutua,No,2024-09-19,Perito B,Málaga,50,19,4241,3.5
Allianz,Si,2024-03-19,Perito B,Valencia,21,49,2238,4.2
AXA,No,2024-02-08,Perito A,Sevilla,31,43,3060,7.0
Generali,Si,2024-10-30,Perito A,Barcelona,46,19,7737,6.0
Allianz,Si,2024-10-25,Perito C,Sevilla,24,17,4470,3.4
Linea Directa,No,2025-06-24,Perito B,Sevilla,56,20,2054,4.5
Mutua,Si,2024-09-22,Perito A,Barcelona,46,37,4883,5.8
Generali,No,2025-02-12,Perito D,Málaga,42,16,694,2.3
Allianz,No,2024-02-25,Perito C,Zaragoza,52,32,7316,4.9
Generali,Si,2025-03-18,Perito D,Madrid,23,44,5433,3.9
AXA,Si,2025-05-07,Perito B,Málaga,40,19,3382,4.4
Mutua,No,2024-12-18,Perito D,Madrid,43,25,1984,3.8
AXA,No,2025-01-24,Perito C,Madrid,50,15,3710,5.2
AXA,Si,2024-01-01,Perito B,Madrid,43,24,3986,5.3
Mutua,No,2025-03-23,Perito A,Valencia,29,40,5466,6.6
Linea Directa,Si,2025-05-18,Perito D,Málaga,21,47,4330,2.0
AXA,Si,2025-06-20,Perito D,Sevilla,50,41,1198,1.0
Allianz,No,2025-03-04,Perito C,Valencia,44,26,5628,5.2
Allianz,Si,2025-02-04,Perito A,Barcelona,23,16,6881,5.9
Generali,No,2025-01-02,Perito B,Barcelona,30,15,7093,7.1
Allianz,No,2025-01-29,Perito B,Madrid,36,15,5333,4.3
Allianz,Si,2025-03-21,Perito B,Valencia,21,47,4669,3.2
Generali,Si,2025-04-11,Perito C,Zaragoza,25,36,6900,4.5
Mapfre,Si,2025-04-20,Perito D,Zaragoza,28,26,1651,1.1
Mutua,No,2024-07-16,Perito D,Valencia,24,35,1951,3.6
Allianz,No,2025-04-27,Perito D,Barcelona,39,34,2480,5.5
Generali,No,2024-01-18,Perito D,Sevilla,48,40,5000,3.2
AXA,No,2024-10-18,Perito C,Málaga,40,45,4858,5.4
AXA,No,2025-01-16,Perito C,Málaga,28,15,7282,5.3
Linea Directa,No,2024-06-10,Perito A,Madrid,47,28,3134,4.9
Allianz,Si,2025-01-03,Perito C,Madrid,27,40,7069,4.9
Mutua,Si,2024-07-26,Perito D,Madrid,50,21,3934,4.7
Generali,Si,2024-11-01,Perito B,Barcelona,39,26,7807,5.2
Linea Directa,No,2024-07-13,Perito A,Barcelona,46,38,7869,6.7
Linea Directa,Si,2024-01-22,Perito B,Zaragoza,27,33,3546,4.2
Generali,No,2024-05-20,Perito B,Málaga,40,23,2073,4.5
Generali,Si,2024-04-28,Perito D,Zaragoza,47,49,6419,3.2
Generali,Si,2025-03-27,Perito C,Zaragoza,42,18,4734,5.4
Generali,Si,2025-04-18,Perito C,Madrid,25,46,4003,5.2
Mutua,Si,2024-11-12,Perito C,Zaragoza,22,20,6179,5.6
Generali,No,2024-04-22,Perito D,Valencia,24,42,2179,5.0
Mutua,No,2024-05-28,Perito D,Zaragoza,28,42,898,2.2
Mutua,Si,2025-02-27,Perito B,Sevilla,26,43,1512,1.8
Mutua,Si,2024-02-18,Perito A,Barcelona,23,19,3162,2.7
AXA,No,2024-04-11,Perito C,Zaragoza,58,19,5859,6.4
Mapfre,No,2024-01-29,Perito C,Madrid,24,42,3138,3.4
Linea Directa,Si,2025-06-02,Perito A,Madrid,30,23,4987,5.4
Allianz,Si,2024-02-03,Perito B,Barcelona,34,43,2500,2.7
AXA,Si,2025-02-24,Perito B,Málaga,53,28,3397,3.0
Mapfre,Si,2024-01-02,Perito A,Málaga,32,48,5496,4.3
Linea Directa,Si,2024-06-27,Perito C,Málaga,26,28,7404,6.3
AXA,Si,2025-02-28,Perito D,Málaga,59,32,6753,4.4
Linea Directa,No,2024-08-18,Perito D,Valencia,25,47,5930,7.4
Mutua,No,2024-05-30,Perito A,Madrid,58,48,5929,6.7
Mutua,No,2024-02-09,Perito C,Málaga,49,42,326,3.4
Generali,No,2024-01-07,Perito A,Málaga,41,37,5802,4.3
Mutua,Si,2024-12-26,Perito B,Zaragoza,44,31,1391,1.8
AXA,No,2024-05-01,Perito B,Sevilla,47,25,2839,2.5
Linea Directa,No,2025-02-06,Perito D,Sevilla,39,46,4589,4.0
Allianz,No,2025-05-20,Perito B,Madrid,58,29,4116,4.6
Linea Directa,Si,2024-03-28,Perito B,Zaragoza,22,18,1566,2.1
Mutua,Si,2025-03-16,Perito A,Barcelona,24,44,1219,2.6
Linea Directa,Si,2024-09-13,Perito A,Málaga,20,24,6653,3.9
Mapfre,No,2024-05-29,Perito C,Valencia,34,37,7005,5.4
Linea Directa,No,2024-05-17,Perito A,Sevilla,45,38,6871,3.8
AXA,Si,2024-07-13,Perito C,Málaga,22,19,6883,6.1
Mapfre,Si,2024-08-24,Perito D,Barcelona,59,33,4279,5.3
Generali,No,2024-05-02,Perito A,Valencia,53,22,4714,7.4
Generali,Si,2024-01-14,Perito A,Sevilla,24,21,4739,3.1
Linea Directa,Si,2024-01-12,Perito A,Zaragoza,50,27,884,2.3
Allianz,No,2024-08-16,Perito D,Barcelona,32,41,3829,6.8
AXA,No,2024-08-11,Perito A,Barcelona,20,32,3087,7.3
Allianz,No,2024-12-20,Perito B,Zaragoza,41,38,6579,4.7
Mapfre,Si,2024-10-19,Perito A,Valencia,34,16,1662,1.9
Allianz,No,2024-02-08,Perito C,Valencia,45,30,4286,6.3
Mapfre,No,2025-05-03,Perito B,Sevilla,37,28,2461,3.1
Allianz,Si,2025-06-21,Perito A,Valencia,28,31,4380,4.6
Generali,Si,2024-02-10,Perito A,Málaga,20,20,3041,4.1
AXA,Si,2024-01-29,Perito D,Valencia,28,49,1967,1.8
Allianz,No,2025-05-31,Perito C,Zaragoza,42,31,4380,3.2
Linea Directa,No,2024-08-15,Perito B,Barcelona,21,20,6240,7.2
Mapfre,Si,2024-05-29,Perito B,Valencia,33,35,3760,1.9
Linea Directa,No,2025-04-01,Perito D,Sevilla,57,49,2312,1.8
AXA,No,2024-12-19,Perito B,Málaga,59,37,5965,5.0
Linea Directa,No,2024-01-05,Perito B,Valencia,37,26,4958,3.3
Generali,No,2024-03-16,Perito C,Málaga,35,43,826,3.6
Generali,Si,2024-06-03,Perito A,Valencia,48,41,4359,5.5
Mutua,No,2025-03-12,Perito A,Málaga,30,20,3614,5.8
AXA,No,2025-01-04,Perito B,Valencia,25,35,7282,7.1
Allianz,No,2024-11-05,Perito C,Valencia,22,21,5214,5.5
Generali,Si,2024-05-02,Perito D,Madrid,33,30,1575,2.7
Allianz,No,2024-06-13,Perito A,Barcelona,21,19,1381,3.6
